Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
44299,Avenida Otaviano Alves de Lima,0.0,SAO PAULO,"Avenida Otaviano Alves de Lima, 0, SAO PAULO","[-23.5191887, -46.7236754]"
44307,AVENIDA CONSELHEIRO CARRAO,0.0,SAO PAULO,"AVENIDA CONSELHEIRO CARRAO, 0, SAO PAULO","[-23.5499939802915, -46.5386949802915]"
44311,AVENIDA CONDESSA ELISABETH DE ROBIANO,6100.0,SAO PAULO,"AVENIDA CONDESSA ELISABETH DE ROBIANO, 6100, SAO PAULO","[-23.5112052802915, -46.55463648029149]"
44312,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,0.0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 0, SANTO ANDRE","[-23.69286038029151, -46.5090829802915]"
44365,AVENIDA IMIRIM,0.0,SAO PAULO,"AVENIDA IMIRIM, 0, SAO PAULO","[-23.4820399802915, -46.65782598029151]"
44367,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
44372,Avenida Magalhães de Castro,0.0,SAO PAULO,"Avenida Magalhães de Castro, 0, SAO PAULO","[-23.6113865802915, -46.7024017802915]"
44378,AVENIDA DO CURSINO,0.0,SAO PAULO,"AVENIDA DO CURSINO, 0, SAO PAULO","[-23.6144188802915, -46.6191936802915]"
44386,RUA ORLANDO LOPES DA SILVA,5.0,POA,"RUA ORLANDO LOPES DA SILVA, 5, POA","[-23.5557533802915, -46.3489978802915]"
44436,RUA TIQUATIRA,1565.0,SAO PAULO,"RUA TIQUATIRA, 1565, SAO PAULO","[-23.6124613802915, -46.6264937]"
44469,RUA APINAGES,1268.0,SAO PAULO,"RUA APINAGES, 1268, SAO PAULO","[-23.5425144802915, -46.6845674802915]"
44471,RUA RIO DE JANEIRO,44.0,DIADEMA,"RUA RIO DE JANEIRO, 44, DIADEMA","[-23.7126671802915, -46.6007475802915]"
44533,RUA CONCRETEX,100.0,GUARULHOS,"RUA CONCRETEX, 100, GUARULHOS","[-23.4699217802915, -46.4664122802915]"
44561,VIA MARECHAL RONDON,0.0,BARUERI,"VIA MARECHAL RONDON, 0, BARUERI","[-23.5202575, -46.8688931]"
44562,RUA BASILEIA,0.0,SANTO ANDRE,"RUA BASILEIA, 0, SANTO ANDRE","[-23.6317956802915, -46.50037818029149]"
44563,RUA ORATORIO,3000.0,SANTO ANDRE,"RUA ORATORIO, 3000, SANTO ANDRE","[-23.6291482802915, -46.51017178029149]"
44565,RUA PEDRO GONCALVES MEIRA,279.0,SAO PAULO,"RUA PEDRO GONCALVES MEIRA, 279, SAO PAULO","[-23.6837320802915, -46.6559251802915]"
44616,Rodovia Hélio Smidt,100.0,GUARULHOS,"Rodovia Hélio Smidt, 100, GUARULHOS","[-23.4232592802915, -46.4807721802915]"
44626,AVENIDA SAPOPEMBA,24717.0,SAO PAULO,"AVENIDA SAPOPEMBA, 24717, SAO PAULO","[-23.6218772802915, -46.4596381802915]"
44629,RUA JOAO BASSO,232.0,SAO BERNARDO DO CAMPO,"RUA JOAO BASSO, 232, SAO BERNARDO DO CAMPO","[-23.7221878802915, -46.54958518029149]"
44641,AVENIDA DOS AUTONOMISTAS,6794.0,OSASCO,"AVENIDA DOS AUTONOMISTAS, 6794, OSASCO","[-23.5252473802915, -46.8127497302915]"
44650,AVENIDA ANGELINA,13.0,SAO PAULO,"AVENIDA ANGELINA, 13, SAO PAULO","[-23.5067062802915, -46.5995840802915]"
44714,AVENIDA JOAO RAMALHO,9.0,MAUA,"AVENIDA JOAO RAMALHO, 9, MAUA","[-23.6684236, -46.4873892]"
44715,AVENIDA GUIDO CALOI,100.0,SAO PAULO,"AVENIDA GUIDO CALOI, 100, SAO PAULO","[-23.6469657802915, -46.7291045802915]"
44731,AVENIDA MERCURIO,0.0,SAO PAULO,"AVENIDA MERCURIO, 0, SAO PAULO","[-23.5445648802915, -46.6279432802915]"
44732,AVENIDA CORREDOR ABD,100.0,DIADEMA,"AVENIDA CORREDOR ABD, 100, DIADEMA","[-23.6742172802915, -46.5819353802915]"
44733,RUA PICO DO JARAGUA,10.0,SAO PAULO,"RUA PICO DO JARAGUA, 10, SAO PAULO","[-23.4794064802915, -46.7373027802915]"
44735,RUA SIMONE DE BEAUVOIR,196.0,SAO BERNARDO DO CAMPO,"RUA SIMONE DE BEAUVOIR, 196, SAO BERNARDO DO CAMPO","[-23.7375210802915, -46.5795014302915]"
44736,ESTRADA GALVAO BUENO,4970.0,SAO BERNARDO DO CAMPO,"ESTRADA GALVAO BUENO, 4970, SAO BERNARDO DO CAMPO","[-23.7564538802915, -46.57809758029149]"
44737,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100.0,SAO PAULO,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 100, SAO PAULO","[-23.5721698802915, -46.70240818029151]"
44738,RUA DOUTOR ODILON,0.0,SAO PAULO,"RUA DOUTOR ODILON, 0, SAO PAULO","[-23.63207598029151, -46.6148464802915]"
44739,AVENIDA GIOVANNI GRONCHI,4381.0,SAO PAULO,"AVENIDA GIOVANNI GRONCHI, 4381, SAO PAULO","[-23.6185684802915, -46.73267148029149]"
44740,AVENIDA PACAEMBU,378.0,SAO PAULO,"AVENIDA PACAEMBU, 378, SAO PAULO","[-23.5284164802915, -46.66234008029149]"
44741,DEBORA OLIVEIRA DE ALMEIDA,521.0,GUARULHOS,"DEBORA OLIVEIRA DE ALMEIDA, 521, GUARULHOS","[-23.4491931802915, -46.4002610802915]"
44742,RUA JARACATIA,355.0,SAO PAULO,"RUA JARACATIA, 355, SAO PAULO","[-23.6207278802915, -46.7553142802915]"
44743,RUA COLEGIO PIO XII,12.0,SAO PAULO,"RUA COLEGIO PIO XII, 12, SAO PAULO","[-23.6182310802915, -46.7142022802915]"
44744,AVENIDA FUAD LUTFALLA,1005.0,SAO PAULO,"AVENIDA FUAD LUTFALLA, 1005, SAO PAULO","[-23.4828906802915, -46.70974888029151]"
44761,AVENIDA DOS REMEDIOS,761.0,OSASCO,"AVENIDA DOS REMEDIOS, 761, OSASCO","[-23.5191939802915, -46.75459238029149]"
44765,AVENIDA IMPERATRIZ LEOPOLDINA,800.0,SAO PAULO,"AVENIDA IMPERATRIZ LEOPOLDINA, 800, SAO PAULO","[-23.5308937802915, -46.7339631802915]"
44804,Avenida Assis Chateaubriand,514.0,SAO PAULO,"Avenida Assis Chateaubriand, 514, SAO PAULO","[-23.5192215802915, -46.6382593802915]"
44823,AVENIDA TIRADENTES,199.0,GUARULHOS,"AVENIDA TIRADENTES, 199, GUARULHOS","[-23.4728873302915, -46.5355914802915]"
44879,Rodovia Ayrton Senna da Silva,13.0,SAO PAULO,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]"
44886,RUA SANTO BERTOLDO,0.0,RIBEIRAO PIRES,"RUA SANTO BERTOLDO, 0, RIBEIRAO PIRES","[-23.7022039802915, -46.4085899802915]"
44894,RUA DOS VIANAS,3153.0,SAO BERNARDO DO CAMPO,"RUA DOS VIANAS, 3153, SAO BERNARDO DO CAMPO","[-23.7089805802915, -46.5256482802915]"
44896,RUA GENDIROBA,0.0,SAO PAULO,"RUA GENDIROBA, 0, SAO PAULO","[-23.4977577802915, -46.42132188029149]"
44903,RUA DA MOOCA,0.0,SAO PAULO,"RUA DA MOOCA, 0, SAO PAULO","[-23.5568420802915, -46.60328078029151]"
44911,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,13601.0,SAO PAULO,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 13601, SAO PAULO","[-23.4223485802915, -46.73076118029149]"
44912,AVENIDA JACUPESSEGO,2156.0,SAO PAULO,"AVENIDA JACUPESSEGO, 2156, SAO PAULO","[-23.5764606802915, -46.44662708029149]"
44913,Avenida Marginal Tietê Central,100.0,SAO PAULO,"Avenida Marginal Tietê Central, 100, SAO PAULO","[-23.5227137802915, -46.6139964802915]"
44975,AVENIDA CELSO GARCIA,499.0,SAO PAULO,"AVENIDA CELSO GARCIA, 499, SAO PAULO","[-23.5401579802915, -46.6091051802915]"
44990,Rodovia Hélio Smidt,100.0,GUARULHOS,"Rodovia Hélio Smidt, 100, GUARULHOS","[-23.4232592802915, -46.4807721802915]"
45002,AVENIDA ARICANDUVA,0.0,SAO PAULO,"AVENIDA ARICANDUVA, 0, SAO PAULO","[-23.5672306802915, -46.5082644802915]"
45003,Rua Hungria,557.0,SAO PAULO,"Rua Hungria, 557, SAO PAULO","[-23.5842731802915, -46.6931191802915]"
45009,AVENIDA ARTUR DE QUEIROS,276.0,SANTO ANDRE,"AVENIDA ARTUR DE QUEIROS, 276, SANTO ANDRE","[-23.6603408802915, -46.5222930802915]"
45082,MARGINAL PINHEIROS EXPRESSA,8.5,SAO PAULO,"MARGINAL PINHEIROS EXPRESSA, 8.5, SAO PAULO","[-23.5406327, -46.7575221]"
45141,ESTRADA DE ITAPECERICA,1000.0,EMBU DAS ARTES,"ESTRADA DE ITAPECERICA, 1000, EMBU DAS ARTES","[-23.6796913802915, -46.8588352802915]"
45150,RUA MARTINS FONTES,100.0,SAO PAULO,"RUA MARTINS FONTES, 100, SAO PAULO","[-23.5499588802915, -46.6452643802915]"
45162,RUA PROFESSOR AZEVEDO ANTUNES,0.0,SAO PAULO,"RUA PROFESSOR AZEVEDO ANTUNES, 0, SAO PAULO","[-23.6619079802915, -46.6640269802915]"
45163,AVENIDA PROFESSOR FRANCISCO MORATO,4141.0,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 4141, SAO PAULO","[-23.5954838802915, -46.7373613802915]"
45177,PRACA ANTONIO ASSIS PEREIRA,100.0,SAO PAULO,"PRACA ANTONIO ASSIS PEREIRA, 100, SAO PAULO","[-23.5052034802915, -46.4347961802915]"
45221,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
45228,AVENIDA REBOUCAS,100.0,SAO PAULO,"AVENIDA REBOUCAS, 100, SAO PAULO","[-23.5750257, -46.6983054]"
45229,ESTRADA VELHA DE ITAPEVI,1.0,BARUERI,"ESTRADA VELHA DE ITAPEVI, 1, BARUERI","[-23.5184857802915, -46.8689523802915]"
45243,AVENIDA JOAO DIAS,5168.0,SAO PAULO,"AVENIDA JOAO DIAS, 5168, SAO PAULO","[-23.64476908029151, -46.7354723802915]"
45265,AVENIDA MARECHAL TITO,2814.0,SAO PAULO,"AVENIDA MARECHAL TITO, 2814, SAO PAULO","[-23.49561978029151, -46.42040913029151]"
45289,AVENIDA DAS NACOES UNIDAS,21600.0,SAO PAULO,"AVENIDA DAS NACOES UNIDAS, 21600, SAO PAULO","[-23.67325528029151, -46.7047294802915]"
45321,VIADUTO DO CHA,10.0,SAO PAULO,"VIADUTO DO CHA, 10, SAO PAULO","[-23.54852638029151, -46.6384333802915]"
45338,AVENIDA ELIAS YAZBEK,383.0,EMBU DAS ARTES,"AVENIDA ELIAS YAZBEK, 383, EMBU DAS ARTES","[-23.6608019302915, -46.8541920802915]"
45341,ACESSO PARA A  ANHANGUERA,21700.0,SAO PAULO,"ACESSO PARA A  ANHANGUERA, 21700, SAO PAULO","[-23.7142519, -46.9302994]"
45348,RUA MIGUEL ANGELO REINA,362.0,TABOAO DA SERRA,"RUA MIGUEL ANGELO REINA, 362, TABOAO DA SERRA","[-23.6417147802915, -46.7913898802915]"
45354,AVENIDA BRASIL,1169.0,COTIA,"AVENIDA BRASIL, 1169, COTIA","[-23.6147757802915, -46.9221249802915]"
45424,RUA MANUEL BICUDO DE AGUIRRE,36.0,SAO PAULO,"RUA MANUEL BICUDO DE AGUIRRE, 36, SAO PAULO","[-23.4781681802915, -46.75761128029149]"
45473,Avenida das Nações Unidas,100.0,SAO PAULO,"Avenida das Nações Unidas, 100, SAO PAULO","[-23.5721698802915, -46.70240818029151]"
45508,RUA PEDRO ESCOBAR,1100.0,SAO PAULO,"RUA PEDRO ESCOBAR, 1100, SAO PAULO","[-23.7571601, -46.6675163]"
45589,Avenida Condessa Elisabeth de Robiano,235.0,SAO PAULO,"Avenida Condessa Elisabeth de Robiano, 235, SAO PAULO","[-23.5288706802915, -46.5710973802915]"
45593,PONTE BERNARDO GOLDFARB,100.0,SAO PAULO,"PONTE BERNARDO GOLDFARB, 100, SAO PAULO","[-23.5736718802915, -46.7054567802915]"
45595,Rodovia Ayrton Senna da Silva,15.0,GUARULHOS,"Rodovia Ayrton Senna da Silva, 15, GUARULHOS","[-23.4711761802915, -46.4083679802915]"
45642,AVENIDA OTAVIO BRAGA DE MESQUITA,2649.0,GUARULHOS,"AVENIDA OTAVIO BRAGA DE MESQUITA, 2649, GUARULHOS","[-23.4430206302915, -46.5092444302915]"
45643,AVENIDA PIRAPORINHA,993.0,DIADEMA,"AVENIDA PIRAPORINHA, 993, DIADEMA","[-23.6891094302915, -46.5922295302915]"
45645,RUA MARECHAL DEODORO,0.0,SAO PAULO,"RUA MARECHAL DEODORO, 0, SAO PAULO","[-23.6424583802915, -46.6985851802915]"
45646,AVENIDA SANTOS DUMONT,100.0,SAO PAULO,"AVENIDA SANTOS DUMONT, 100, SAO PAULO","[-23.5272551802915, -46.63207098029149]"
45652,RUA SANTA FILOMENA,677.0,SAO BERNARDO DO CAMPO,"RUA SANTA FILOMENA, 677, SAO BERNARDO DO CAMPO","[-23.7065900302915, -46.5514542802915]"
45657,AVENIDA DOS OURIVES,10.0,SAO PAULO,"AVENIDA DOS OURIVES, 10, SAO PAULO","[-23.6546125802915, -46.61538768029149]"
45715,AVENIDA VEREADOR JOSE DINIZ,1.0,SAO PAULO,"AVENIDA VEREADOR JOSE DINIZ, 1, SAO PAULO","[-23.6218978802915, -46.6794386802915]"
45724,VIADUTO DEPUTADO ULYSSES GUIMARAES,10.0,SAO PAULO,"VIADUTO DEPUTADO ULYSSES GUIMARAES, 10, SAO PAULO","[-23.4073843802915, -46.7565697802915]"
45728,Avenida Otaviano Alves de Lima,0.0,SAO PAULO,"Avenida Otaviano Alves de Lima, 0, SAO PAULO","[-23.5191887, -46.7236754]"
45729,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]"
45778,AVENIDA JUSCELINO KUBITSCHECK,1490.0,SAO BERNARDO DO CAMPO,"AVENIDA JUSCELINO KUBITSCHECK, 1490, SAO BERNARDO DO CAMPO","[-23.7182488802915, -46.59331418029151]"
45785,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4272.0,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 4272, SAO PAULO","[-23.58471248029151, -46.55403933029149]"
45786,ACESSO  M BOI MIRIM,3.6,SAO PAULO,"ACESSO  M BOI MIRIM, 3.6, SAO PAULO","[-23.7082288802915, -46.78119418029149]"
45787,ESTRADA GUAVIRUTUBA,1300.0,SAO PAULO,"ESTRADA GUAVIRUTUBA, 1300, SAO PAULO","[-23.68529848029151, -46.7595135802915]"
45791,AVENIDA RAGUEB CHOHFI,100.0,SAO PAULO,"AVENIDA RAGUEB CHOHFI, 100, SAO PAULO","[-23.6126079802915, -46.47541818029149]"
45802,ESTRADA DO PEDROSO,100.0,SANTO ANDRE,"ESTRADA DO PEDROSO, 100, SANTO ANDRE","[-23.7004763802915, -46.50599538029149]"
45856,ROSELANDIA,0.0,ITAPEVI,"ROSELANDIA, 0, ITAPEVI","[-23.5763469802915, -46.93483958029151]"
45871,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,2118.0,SAO PAULO,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 2118, SAO PAULO","[-23.5045390802915, -46.72106258029149]"
45873,VIADUTO VINTE E CINCO DE MARCO,1.0,SAO PAULO,"VIADUTO VINTE E CINCO DE MARCO, 1, SAO PAULO","[-23.54984, -46.6292074]"
45875,ESTRADA PIRAJUSSARA VALO VELHO,100.0,SAO PAULO,"ESTRADA PIRAJUSSARA VALO VELHO, 100, SAO PAULO","[-23.6409750802915, -46.78179958029149]"
45878,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100.0,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
45888,AVENIDA MARGINAL DO RIBEIRAO,3852.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 3852, CARAPICUIBA","[-23.5567687802915, -46.8244753302915]"
45889,AVENIDA PRESTES MAIA,13445.0,SANTO ANDRE,"AVENIDA PRESTES MAIA, 13445, SANTO ANDRE","[-23.661894, -46.5596027]"
45898,VIADUTO CONSELHEIRO CARRAO,100.0,SAO PAULO,"VIADUTO CONSELHEIRO CARRAO, 100, SAO PAULO","[-23.5386295802915, -46.5581944802915]"
45901,AVENIDA NOVE DE JULHO,10.0,SAO PAULO,"AVENIDA NOVE DE JULHO, 10, SAO PAULO","[-23.5498509802915, -46.6404545802915]"
45976,AVENIDA ATLANTICA,1150.0,SAO PAULO,"AVENIDA ATLANTICA, 1150, SAO PAULO","[-23.6778365802915, -46.7140777802915]"
45988,AVENIDA SALIM FARAH MALUF,3760.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 3760, SAO PAULO","[-23.5638452802915, -46.5777726802915]"
45990,RETORNO COMPLEXO VIARIO MARIA MALUF,100.0,SAO PAULO,"RETORNO COMPLEXO VIARIO MARIA MALUF, 100, SAO PAULO","[-23.6292446802915, -46.6232571802915]"
45995,AVENIDA DO ESTADO,2100.0,SAO PAULO,"AVENIDA DO ESTADO, 2100, SAO PAULO","[-23.5361416802915, -46.62690748029149]"
46067,AVENIDA BRIGADEIRO FARIA LIMA,10.0,GUARULHOS,"AVENIDA BRIGADEIRO FARIA LIMA, 10, GUARULHOS","[-23.4565219802915, -46.5213127802915]"
46090,Avenida Condessa Elisabeth de Robiano,0.0,SAO PAULO,"Avenida Condessa Elisabeth de Robiano, 0, SAO PAULO","[-23.5213701802915, -46.5562841802915]"
46164,RUA GEOVANE BATISTA PIRELI,100.0,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
46168,AVENIDA ALDA,2156.0,DIADEMA,"AVENIDA ALDA, 2156, DIADEMA","[-23.7082053802915, -46.6278873802915]"
46170,ALAMEDA SANTO AMARO,2060.0,SAO PAULO,"ALAMEDA SANTO AMARO, 2060, SAO PAULO","[-23.6618975802915, -46.7062042802915]"
46176,RUA JOSE FELIX DE OLIVEIRA,1197.0,COTIA,"RUA JOSE FELIX DE OLIVEIRA, 1197, COTIA","[-23.5847025302915, -46.8404741802915]"
46177,AVENIDA CARLOS BARBOSA SANTOS,314.0,SAO PAULO,"AVENIDA CARLOS BARBOSA SANTOS, 314, SAO PAULO","[-23.7612377802915, -46.66932008029149]"
46187,RUA MANUEL RODRIGUES SANTIAGO,100.0,FERRAZ DE VASCONCELOS,"RUA MANUEL RODRIGUES SANTIAGO, 100, FERRAZ DE VASCONCELOS","[-23.5129795802915, -46.3802257802915]"
46250,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,1.0,OSASCO,"ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1, OSASCO","[-23.5554682, -46.7938116]"
46266,RUA MANOEL ANTONIO GOMES,383.0,CAJAMAR,"RUA MANOEL ANTONIO GOMES, 383, CAJAMAR","[-23.3385706802915, -46.8400423302915]"
46267,AVENIDA PAULISTA,0.0,SAO PAULO,"AVENIDA PAULISTA, 0, SAO PAULO","[-23.5718715802915, -46.6469669802915]"
46273,AVENIDA SANTOS DUMONT,10.0,SAO PAULO,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
46278,VIADUTO POMPEIA,100.0,SAO PAULO,"VIADUTO POMPEIA, 100, SAO PAULO","[-23.5246015802915, -46.68131408029149]"
46338,Rodovia Ayrton Senna da Silva,0.0,GUARULHOS,"Rodovia Ayrton Senna da Silva, 0, GUARULHOS","[-23.4720101802915, -46.40058268029149]"
46342,AVENIDA CONDE FRANCISCO MATARAZZO,0.0,SAO CAETANO DO SUL,"AVENIDA CONDE FRANCISCO MATARAZZO, 0, SAO CAETANO DO SUL","[-23.6083377802915, -46.5715494802915]"
46347,AVENIDA ITAPARK,1200.0,MAUA,"AVENIDA ITAPARK, 1200, MAUA","[-23.6762086802915, -46.4491738802915]"
46348,RUA PADRE JOAO MANUEL,974.0,SAO PAULO,"RUA PADRE JOAO MANUEL, 974, SAO PAULO","[-23.5667582802915, -46.6674277802915]"
46352,AVENIDA DO CURSINO,4815.0,SAO PAULO,"AVENIDA DO CURSINO, 4815, SAO PAULO","[-23.6436121302915, -46.6140140802915]"
46353,RUA RIBEIRAO PRETO,266.0,GUARULHOS,"RUA RIBEIRAO PRETO, 266, GUARULHOS","[-23.3987088802915, -46.44034308029149]"
46406,ESTRADA DO CAMPO LIMPO,100.0,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 100, SAO PAULO","[-23.6498323802915, -46.7560004802915]"
46412,RUA JOAO DO ESPIRITO SANTO,138.0,SAO PAULO,"RUA JOAO DO ESPIRITO SANTO, 138, SAO PAULO","[-23.6579061802915, -46.7338365802915]"
46413,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,6600.0,DIADEMA,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 6600, DIADEMA","[-23.6719802802915, -46.63425238029149]"
46498,AVENIDA RIO DAS PEDRAS,4039.0,SAO PAULO,"AVENIDA RIO DAS PEDRAS, 4039, SAO PAULO","[-23.5847892802915, -46.4959692802915]"
46509,RUA CHICO MENDES,1302.0,BARUERI,"RUA CHICO MENDES, 1302, BARUERI","[-23.4936786802915, -46.8079264302915]"
46588,AVENIDA LOTHAR WALDEMAR HOEHNE,100.0,MOGI DAS CRUZES,"AVENIDA LOTHAR WALDEMAR HOEHNE, 100, MOGI DAS CRUZES","[-23.5116660802915, -46.2056201302915]"
46601,AVENIDA SANTOS DUMONT,10.0,SAO PAULO,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
46609,AVENIDA MARGINAL DO RIO PINHEIROS,1.0,SAO PAULO,"AVENIDA MARGINAL DO RIO PINHEIROS, 1, SAO PAULO","[-23.6464660802915, -46.72883278029149]"
46611,AVENIDA BARRO BRANCO,1.0,SAO PAULO,"AVENIDA BARRO BRANCO, 1, SAO PAULO","[-23.6520134802915, -46.63591368029149]"
46620,AVENIDA MARGINAL DO RIBEIRAO,600.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 600, CARAPICUIBA","[-23.5511096802915, -46.8233781802915]"
46655,RUA SOLDADO ANTONIO MARTINS OLIVEIRA,2525.0,GUARULHOS,"RUA SOLDADO ANTONIO MARTINS OLIVEIRA, 2525, GUARULHOS","[-23.4887566802915, -46.54430118029149]"
46701,ALAMEDA JAU,0.0,SAO PAULO,"ALAMEDA JAU, 0, SAO PAULO","[-23.5674342802915, -46.6563725802915]"
46717,RUA LOEFGREEN,390.0,SAO PAULO,"RUA LOEFGREEN, 390, SAO PAULO","[-23.6008074802915, -46.6432995802915]"
46763,ACESSO SAO MIGUEL,7199.0,SAO PAULO,"ACESSO SAO MIGUEL, 7199, SAO PAULO","[-23.5000697802915, -46.46829028029149]"
46785,RUA VOLUNTARIOS DA PATRIA,1.0,SAO PAULO,"RUA VOLUNTARIOS DA PATRIA, 1, SAO PAULO","[-23.5196726802915, -46.6297619802915]"
46795,RUA PEDRO CACUNDA,41.0,SAO PAULO,"RUA PEDRO CACUNDA, 41, SAO PAULO","[-23.4947098802915, -46.6133660802915]"
46796,AVENIDA BARAO DE MAUA,22.0,MAUA,"AVENIDA BARAO DE MAUA, 22, MAUA","[-23.6676811302915, -46.4562183802915]"
46798,ESTRADA DOS ROMEIROS,102.0,BARUERI,"ESTRADA DOS ROMEIROS, 102, BARUERI","[-23.5247561802915, -46.8253423802915]"
46841,AVENIDA JACUPESSEGO,100.0,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
46852,ESTRADA DE ITAPECERICA,100.0,SAO PAULO,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]"
46917,AVENIDA NOVA CANTAREIRA,1270.0,SAO PAULO,"AVENIDA NOVA CANTAREIRA, 1270, SAO PAULO","[-23.4853254802915, -46.61565738029149]"
46948,Avenida Marginal Direita do Tietê,175.0,SAO PAULO,"Avenida Marginal Direita do Tietê, 175, SAO PAULO","[-23.5156651802915, -46.7287572802915]"
46964,ACESSO CRUZEIRO DO SUL,133.0,SAO PAULO,"ACESSO CRUZEIRO DO SUL, 133, SAO PAULO","[-23.5320542802915, -46.62723578029149]"
47003,AVENIDA ITAQUERA,1.0,SAO PAULO,"AVENIDA ITAQUERA, 1, SAO PAULO","[-23.5547783802915, -46.4946391802915]"
47055,AVENIDA MARGINAL DO RIBEIRAO,1580.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 1580, CARAPICUIBA","[-23.5584631802915, -46.82582258029149]"
47056,Rodovia Ayrton Senna da Silva,0.0,GUARULHOS,"Rodovia Ayrton Senna da Silva, 0, GUARULHOS","[-23.4720101802915, -46.40058268029149]"
47064,AVENIDA DONA RUICE FERRAZ ALVIN,100.0,DIADEMA,"AVENIDA DONA RUICE FERRAZ ALVIN, 100, DIADEMA","[-23.6875197802915, -46.6016208802915]"
47068,AVENIDA SAPOPEMBA,7402.0,SAO PAULO,"AVENIDA SAPOPEMBA, 7402, SAO PAULO","[-23.5958191802915, -46.5285384802915]"
47166,VIADUTO PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,5.0,MAUA,"VIADUTO PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI, 5, MAUA","[-23.6699963802915, -46.4798876802915]"
47175,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]"
47184,AVENIDA ITAQUERA,5000.0,SAO PAULO,"AVENIDA ITAQUERA, 5000, SAO PAULO","[-23.5537378802915, -46.4803794802915]"
47271,ACESSO PARA  AIRTON SENA DA SILVA,0.0,GUARULHOS,"ACESSO PARA  AIRTON SENA DA SILVA, 0, GUARULHOS","[-23.4705033802915, -46.4047473802915]"
47357,AVENIDA SAO JOAO,100.0,SAO PAULO,"AVENIDA SAO JOAO, 100, SAO PAULO","[-23.5465186802915, -46.6361912802915]"
47365,RUA CASTRO VERDE,1.0,SAO PAULO,"RUA CASTRO VERDE, 1, SAO PAULO","[-23.6389239802915, -46.71762028029149]"
47369,RUA SILVA TELES,1790.0,SAO PAULO,"RUA SILVA TELES, 1790, SAO PAULO","[-23.5255600802915, -46.6059701802915]"
47449,PRACA DOS EXPEDICIONARIOS,100.0,SAO BERNARDO DO CAMPO,"PRACA DOS EXPEDICIONARIOS, 100, SAO BERNARDO DO CAMPO","[-23.6858710802915, -46.5568939802915]"
47452,PARQUE RAPOSO TAVARES,13.0,SAO PAULO,"PARQUE RAPOSO TAVARES, 13, SAO PAULO","[-23.5897537802915, -46.75754758029149]"
