Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location,Numero_ori,Logradouro_ori,index1,Index_Bala
1386,AVENIDA SAO MIGUEL,7710.0,SAO PAULO,,,"AVENIDA SAO MIGUEL, 7710, SAO PAULO","[-23.4996042802915, -46.4635695802915]",7710,AVENIDA SAO MIGUEL,178156,178156AVENIDA SAO MIGUEL7710SAO PAULO
1387,RUA DANIEL PEREIRA,180.0,SAO PAULO,,,"RUA DANIEL PEREIRA, 180, SAO PAULO","[-23.4667284802915, -46.6792150802915]",180,RUA DANIEL PEREIRA,178228,178228RUA DANIEL PEREIRA180SAO PAULO
1388,ESTRADA DE SANTA ISABEL,10.0,ARUJA,,,"ESTRADA DE SANTA ISABEL, 10, ARUJA","[-23.4461028802915, -46.3263243802915]",10,ESTRADA DE SANTA ISABEL,178400,178400ESTRADA DE SANTA ISABEL10ARUJA
1389,RUA ILHA BELA,528.0,SANTO ANDRE,,,"RUA ILHA BELA, 528, SANTO ANDRE","[-23.6527289802915, -46.5553536802915]",528,RUA ILHA BELA,178495,178495RUA ILHA BELA528SANTO ANDRE
1390,ESTRADA TURISTICA DO JARAGUA,1551.0,SAO PAULO,,,"ESTRADA TURISTICA DO JARAGUA, 1551, SAO PAULO","[-23.4825240802915, -46.75672823029149]",1551,ESTRADA TURISTICA DO JARAGUA,178585,178585ESTRADA TURISTICA DO JARAGUA1551SAO PAULO
1391,AVENIDA TIRADENTES,0.0,SAO PAULO,,,"AVENIDA TIRADENTES, 0, SAO PAULO","[-23.5297050802915, -46.6325387802915]",nan,AVENIDA TIRADENTES,178826,178826AVENIDA TIRADENTESnanSAO PAULO
1392,PARQUE DOM PEDRO II,100.0,SAO PAULO,,,"PARQUE DOM PEDRO II, 100, SAO PAULO","[-23.5447828802915, -46.63109538029151]",100,PARQUE DOM PEDRO II,178909,178909PARQUE DOM PEDRO II100SAO PAULO
1393,RUA INAJA,268.0,EMBU DAS ARTES,,,"RUA INAJA, 268, EMBU DAS ARTES","[-23.6483490802915, -46.80169018029149]",268,RUA INAJA,178914,178914RUA INAJA268EMBU DAS ARTES
1394,RUA PEDRO VICENTE,1.0,SAO PAULO,,,"RUA PEDRO VICENTE, 1, SAO PAULO","[-23.5268208802915, -46.6303044802915]",1,RUA PEDRO VICENTE,179039,179039RUA PEDRO VICENTE1SAO PAULO
1395,Avenida Assis Chateaubriand,242.0,SAO PAULO,,,"Avenida Assis Chateaubriand, 242, SAO PAULO","[-23.5191303802915, -46.6356101802915]",242,SP 015,179393,179393SP 015242SAO PAULO
1396,AVENIDA SANTOS DUMONT,10.0,SAO PAULO,,,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]",10,AVENIDA SANTOS DUMONT,179396,179396AVENIDA SANTOS DUMONT10SAO PAULO
1397,RUA MARIA CANDIDA,0.0,SAO PAULO,,,"RUA MARIA CANDIDA, 0, SAO PAULO","[-23.5079146802915, -46.6035750802915]",nan,RUA MARIA CANDIDA,179509,179509RUA MARIA CANDIDAnanSAO PAULO
1398,Rodovia Presidente Dutra,1000.0,GUARULHOS,,,"Rodovia Presidente Dutra, 1000, GUARULHOS","[-23.4468997802915, -46.4526716802915]",1000,PRESIDENTE DUTRA BR 116,179553,179553PRESIDENTE DUTRA BR 1161000GUARULHOS
1399,AVENIDA LOURENCO BELOLI,100.0,OSASCO,,,"AVENIDA LOURENCO BELOLI, 100, OSASCO","[-23.5028588802915, -46.7845270802915]",100,AVENIDA LOURENCO BELOLI,179734,179734AVENIDA LOURENCO BELOLI100OSASCO
1400,ESTRADA SAO MARCOS,36.0,EMBU DAS ARTES,,,"ESTRADA SAO MARCOS, 36, EMBU DAS ARTES","[-23.6593162302915, -46.8158399802915]",36,ESTRADA SAO MARCOS,179850,179850ESTRADA SAO MARCOS36EMBU DAS ARTES
1401,Rodovia Hélio Smidt,2.0,GUARULHOS,,,"Rodovia Hélio Smidt, 2, GUARULHOS","[-23.4627889802915, -46.4920701802915]",2,SP 019,179852,179852SP 0192GUARULHOS
1402,AVENIDA DO TABOAO,2.0,SAO BERNARDO DO CAMPO,,,"AVENIDA DO TABOAO, 2, SAO BERNARDO DO CAMPO","[-23.6493634802915, -46.58090473029149]",2,AVENIDA DO TABOAO,180207,180207AVENIDA DO TABOAO2SAO BERNARDO DO CAMPO
1403,AVENIDA DONA BELMIRA MARIN,1358.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 1358, SAO PAULO","[-23.7432508302915, -46.69342303029151]",1358,AVENIDA DONA BELMIRA MARIN,180646,180646AVENIDA DONA BELMIRA MARIN1358SAO PAULO
1404,ACESSO DOUTOR EDUARDO COTCHING,1810.0,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 1810, SAO PAULO","[-23.56711078029151, -46.5463896802915]",1810,ACESSO DOUTOR EDUARDO COTCHING,180663,180663ACESSO DOUTOR EDUARDO COTCHING1810SAO PAULO
1405,AVENIDA DOUTOR CANDIDO MOTTA FILHO,829.0,SAO PAULO,,,"AVENIDA DOUTOR CANDIDO MOTTA FILHO, 829, SAO PAULO","[-23.5605852802915, -46.76382518029149]",829,AVENIDA DOUTOR CANDIDO MOTTA FILHO,180780,180780AVENIDA DOUTOR CANDIDO MOTTA FILHO829SAO PAULO
1406,AVENIDA NOVE DE JULHO,10.0,SAO PAULO,,,"AVENIDA NOVE DE JULHO, 10, SAO PAULO","[-23.5498509802915, -46.6404545802915]",10,AVENIDA NOVE DE JULHO,180814,180814AVENIDA NOVE DE JULHO10SAO PAULO
1407,ALAMEDA AMERICA,60.0,SANTANA DE PARNAIBA,,,"ALAMEDA AMERICA, 60, SANTANA DE PARNAIBA","[-23.4789784802915, -46.8327017802915]",60,ALAMEDA AMERICA,180986,180986ALAMEDA AMERICA60SANTANA DE PARNAIBA
1408,AVENIDA CARLOS CALDEIRA FILHO,1.0,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 1, SAO PAULO","[-23.6410534802915, -46.7463308802915]",1,AVENIDA CARLOS CALDEIRA FILHO,181029,181029AVENIDA CARLOS CALDEIRA FILHO1SAO PAULO
1409,AVENIDA INAJAR DE SOUZA,3000.0,SAO PAULO,,,"AVENIDA INAJAR DE SOUZA, 3000, SAO PAULO","[-23.4837754802915, -46.6776817802915]",3000,AVENIDA INAJAR DE SOUZA,181161,181161AVENIDA INAJAR DE SOUZA3000SAO PAULO
1410,PRACA QUATORZE BIS,26.0,SAO PAULO,,,"PRACA QUATORZE BIS, 26, SAO PAULO","[-23.5567408802915, -46.65127778029149]",26,PRACA QUATORZE BIS,181181,181181PRACA QUATORZE BIS26SAO PAULO
1411,RUA HEITOR PENTEADO,499.0,SANTO ANDRE,,,"RUA HEITOR PENTEADO, 499, SANTO ANDRE","[-23.7065556802915, -46.5161233802915]",499,RUA HEITOR PENTEADO,181343,181343RUA HEITOR PENTEADO499SANTO ANDRE
1412,AVENIDA DEPUTADO CANTIDIO SAMPAIO,2015.0,SAO PAULO,,,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 2015, SAO PAULO","[-23.4639813302915, -46.6851325302915]",2015,AVENIDA DEPUTADO CANTIDIO SAMPAIO,181437,181437AVENIDA DEPUTADO CANTIDIO SAMPAIO2015SAO PAULO
1413,AVENIDA DOUTOR CHUCRI ZAIDAN,100.0,SAO PAULO,,,"AVENIDA DOUTOR CHUCRI ZAIDAN, 100, SAO PAULO","[-23.6168173802915, -46.6983979802915]",100,AVENIDA DOUTOR CHUCRI ZAIDAN,181954,181954AVENIDA DOUTOR CHUCRI ZAIDAN100SAO PAULO
1414,RUA DAS TRES MARIAS,1.0,SAO PAULO,,,"RUA DAS TRES MARIAS, 1, SAO PAULO","[-23.7038431802915, -46.7846300802915]",1,RUA DAS TRES MARIAS,182064,182064RUA DAS TRES MARIAS1SAO PAULO
1415,RUA ESTEVAN DE ALMEIDA,99.0,FRANCISCO MORATO,,,"RUA ESTEVAN DE ALMEIDA, 99, FRANCISCO MORATO","[-23.2897165802915, -46.7329713802915]",99,RUA ESTEVAN DE ALMEIDA,182153,182153RUA ESTEVAN DE ALMEIDA99FRANCISCO MORATO
1416,PONTE DO LIMAO,10.0,SAO PAULO,,,"PONTE DO LIMAO, 10, SAO PAULO","[-23.5171690802915, -46.6681427802915]",10,PONTE DO LIMAO,182288,182288PONTE DO LIMAO10SAO PAULO
1417,AVENIDA DIEDERICHSEN,1307.0,SAO PAULO,,,"AVENIDA DIEDERICHSEN, 1307, SAO PAULO","[-23.6347024802915, -46.6382993802915]",1307,AVENIDA DIEDERICHSEN,182560,182560AVENIDA DIEDERICHSEN1307SAO PAULO
1418,AVENIDA DO ESTADO,4531.0,SAO PAULO,,,"AVENIDA DO ESTADO, 4531, SAO PAULO","[-23.5552810802915, -46.6262096802915]",4531,AVENIDA DO ESTADO,182600,182600AVENIDA DO ESTADO4531SAO PAULO
1419,AVENIDA ROQUE PETRONI JUNIOR,100.0,SAO PAULO,,,"AVENIDA ROQUE PETRONI JUNIOR, 100, SAO PAULO","[-23.6269995802915, -46.6892501802915]",100,AVENIDA ROQUE PETRONI JUNIOR,182618,182618AVENIDA ROQUE PETRONI JUNIOR100SAO PAULO
1420,RUA ASCENSO FERNANDES,127.0,SAO PAULO,,,"RUA ASCENSO FERNANDES, 127, SAO PAULO","[-23.4797708802915, -46.4254728802915]",127,RUA ASCENSO FERNANDES,183021,183021RUA ASCENSO FERNANDES127SAO PAULO
1421,AVENIDA PROFESSOR EDGAR SANTOS,2647.0,SAO PAULO,,,"AVENIDA PROFESSOR EDGAR SANTOS, 2647, SAO PAULO","[-23.5540262, -46.5018235]",2647,AVENIDA PROFESSOR EDGAR SANTOS,183069,183069AVENIDA PROFESSOR EDGAR SANTOS2647SAO PAULO
1422,AVENIDA JOAO DIAS,100.0,SAO PAULO,,,"AVENIDA JOAO DIAS, 100, SAO PAULO","[-23.6453355802915, -46.7036504802915]",100,AVENIDA JOAO DIAS,183096,183096AVENIDA JOAO DIAS100SAO PAULO
1423,AVENIDA DONA BELMIRA MARIN,2578.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 2578, SAO PAULO","[-23.7566710802915, -46.67812678029149]",2578,AVENIDA DONA BELMIRA MARIN,183105,183105AVENIDA DONA BELMIRA MARIN2578SAO PAULO
1424,ACESSO DOUTOR EDUARDO COTCHING,586.0,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 586, SAO PAULO","[-23.5641896802915, -46.5561083802915]",586,ACESSO DOUTOR EDUARDO COTCHING,183372,183372ACESSO DOUTOR EDUARDO COTCHING586SAO PAULO
1425,RUA MARINOPOLIS,0.0,GUARULHOS,,,"RUA MARINOPOLIS, 0, GUARULHOS","[-23.4234907802915, -46.4302538802915]",nan,RUA MARINOPOLIS,183594,183594RUA MARINOPOLISnanGUARULHOS
1426,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,1.0,MAUA,,,"AVENIDA GOVERNADOR MARIO COVAS JUNIOR, 1, MAUA","[-23.6667283802915, -46.4617416802915]",1,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,183632,183632AVENIDA GOVERNADOR MARIO COVAS JUNIOR1MAUA
1427,RUA PRESIDENTE CAMPOS SALLES,0.0,MOGI DAS CRUZES,,,"RUA PRESIDENTE CAMPOS SALLES, 0, MOGI DAS CRUZES","[-23.5218522802915, -46.2039401802915]",nan,RUA PRESIDENTE CAMPOS SALLES,184013,184013RUA PRESIDENTE CAMPOS SALLESnanMOGI DAS CRUZES
1428,RUA AGUA BRANCA,304.0,EMBU DAS ARTES,,,"RUA AGUA BRANCA, 304, EMBU DAS ARTES","[-23.6550290802915, -46.8040372302915]",304,RUA AGUA BRANCA,184027,184027RUA AGUA BRANCA304EMBU DAS ARTES
1429,RUA PIAUI,100.0,BARUERI,,,"RUA PIAUI, 100, BARUERI","[-23.5168910802915, -46.85895008029149]",100,RUA PIAUI,184123,184123RUA PIAUI100BARUERI
1430,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,5855.0,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 5855, SANTO ANDRE","[-23.7052783302915, -46.5055715302915]",5855,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,184139,184139AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO5855SANTO ANDRE
1431,ACESSO DOUTOR EDUARDO COTCHING,1800.0,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 1800, SAO PAULO","[-23.5670631802915, -46.5464892802915]",1800,ACESSO DOUTOR EDUARDO COTCHING,184382,184382ACESSO DOUTOR EDUARDO COTCHING1800SAO PAULO
1432,Avenida Doutora Ruth Cardoso,514.0,SAO PAULO,,,"Avenida Doutora Ruth Cardoso, 514, SAO PAULO","[-23.5551917802915, -46.7197071802915]",514,SP 015,184384,184384SP 015514SAO PAULO
1433,ACESSO AVENIDA ENGENHEIRO OLAVO ALAISIO DE LIMA,243.0,SANTO ANDRE,,,"ACESSO AVENIDA ENGENHEIRO OLAVO ALAISIO DE LIMA, 243, SANTO ANDRE","[-23.6326372802915, -46.5288217802915]",243,ACESSO AVENIDA ENGENHEIRO OLAVO ALAISIO DE LIMA,184796,184796ACESSO AVENIDA ENGENHEIRO OLAVO ALAISIO DE LIMA243SANTO ANDRE
1434,ACESSO JD PARANAVAI  V NOVA MAUA,0.0,MAUA,,,"ACESSO JD PARANAVAI  V NOVA MAUA, 0, MAUA","[-23.6837382802915, -46.46264118029149]",nan,ACESSO JD PARANAVAI  V NOVA MAUA,185036,185036ACESSO JD PARANAVAI  V NOVA MAUAnanMAUA
1435,Rodovia João Afonso de Souza Castellano,10.0,ITAQUAQUECETUBA,,,"Rodovia João Afonso de Souza Castellano, 10, ITAQUAQUECETUBA","[-23.5102699802915, -46.3433827802915]",10,SP 066,185046,185046SP 06610ITAQUAQUECETUBA
1436,AVENIDA MARCO ANTONIO CALEGARI,100.0,BARUERI,,,"AVENIDA MARCO ANTONIO CALEGARI, 100, BARUERI","[-23.5274237, -46.8640458]",100,AVENIDA MARCO ANTONIO CALEGARI,185163,185163AVENIDA MARCO ANTONIO CALEGARI100BARUERI
1437,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,10.0,MAUA,,,"AVENIDA GOVERNADOR MARIO COVAS JUNIOR, 10, MAUA","[-23.6684176802915, -46.46113058029151]",10,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,185262,185262AVENIDA GOVERNADOR MARIO COVAS JUNIOR10MAUA
1438,ACESSO CANAL DE COCAIA,4006.0,SAO PAULO,,,"ACESSO CANAL DE COCAIA, 4006, SAO PAULO","[-23.7351902802915, -46.66514078029149]",4006,ACESSO CANAL DE COCAIA,185307,185307ACESSO CANAL DE COCAIA4006SAO PAULO
1439,AVENIDA BRIGADEIRO LUIS ANTONIO,3875.0,SAO PAULO,,,"AVENIDA BRIGADEIRO LUIS ANTONIO, 3875, SAO PAULO","[-23.5794650302915, -46.6612297302915]",3875,AVENIDA BRIGADEIRO LUIS ANTONIO,185591,185591AVENIDA BRIGADEIRO LUIS ANTONIO3875SAO PAULO
1440,RUA DA GOIABEIRA SERRANA,608.0,SAO PAULO,,,"RUA DA GOIABEIRA SERRANA, 608, SAO PAULO","[-23.4832272802915, -46.4142171802915]",608,RUA DA GOIABEIRA SERRANA,186231,186231RUA DA GOIABEIRA SERRANA608SAO PAULO
1441,AVENIDA FRANCISCO MATARAZZO,774.0,SAO PAULO,,,"AVENIDA FRANCISCO MATARAZZO, 774, SAO PAULO","[-23.5291152802915, -46.6712396802915]",774,AVENIDA FRANCISCO MATARAZZO,187087,187087AVENIDA FRANCISCO MATARAZZO774SAO PAULO
1442,AVENIDA DO ESTADO,1.0,SAO PAULO,,,"AVENIDA DO ESTADO, 1, SAO PAULO","[-23.5439561802915, -46.6303855802915]",1,AVENIDA DO ESTADO,187201,187201AVENIDA DO ESTADO1SAO PAULO
1443,RUA DOUTOR WASHIGNTON PEDRO LANZELOTI,1500.0,OSASCO,,,"RUA DOUTOR WASHIGNTON PEDRO LANZELOTI, 1500, OSASCO","[-23.5734936802915, -46.8030384802915]",1500,RUA DOUTOR WASHIGNTON PEDRO LANZELOTI,187224,187224RUA DOUTOR WASHIGNTON PEDRO LANZELOTI1500OSASCO
1444,AVENIDA ARICANDUVA,10800.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 10800, SAO PAULO","[-23.5918318802915, -46.4794827802915]",10800,AVENIDA ARICANDUVA,187462,187462AVENIDA ARICANDUVA10800SAO PAULO
1445,RUA ESTADOS UNIDOS,170.0,SAO PAULO,,,"RUA ESTADOS UNIDOS, 170, SAO PAULO","[-23.5764517802915, -46.66060428029149]",170,RUA ESTADOS UNIDOS,187557,187557RUA ESTADOS UNIDOS170SAO PAULO
1446,ESTRADA DE ITAPECERICA,10000.0,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 10000, SAO PAULO","[-23.6867558802915, -46.8020293802915]",10000,ESTRADA DE ITAPECERICA,188091,188091ESTRADA DE ITAPECERICA10000SAO PAULO
1447,AVENIDA ARICANDUVA,12200.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 12200, SAO PAULO","[-23.5945250802915, -46.47165278029149]",12200,AVENIDA ARICANDUVA,188292,188292AVENIDA ARICANDUVA12200SAO PAULO
1448,RUA TALES DOS SANTOS FREIRE,904.0,SAO BERNARDO DO CAMPO,,,"RUA TALES DOS SANTOS FREIRE, 904, SAO BERNARDO DO CAMPO","[-23.6856877802915, -46.5463285802915]",904,RUA TALES DOS SANTOS FREIRE,188448,188448RUA TALES DOS SANTOS FREIRE904SAO BERNARDO DO CAMPO
1449,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,385.0,SAO PAULO,,,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 385, SAO PAULO","[-23.5737126802915, -46.7015845802915]",385,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,188544,188544ACESSO AVENIDA MARGINAL DO RIO PINHEIROS385SAO PAULO
1450,RUA SANTO EURILO,360.0,SAO PAULO,,,"RUA SANTO EURILO, 360, SAO PAULO","[-23.5554386302915, -46.7437402302915]",360,RUA SANTO EURILO,188822,188822RUA SANTO EURILO360SAO PAULO
1451,Rodovia Hélio Smidt,2.0,GUARULHOS,,,"Rodovia Hélio Smidt, 2, GUARULHOS","[-23.4627889802915, -46.4920701802915]",2,SP 019,188884,188884SP 0192GUARULHOS
1452,RUA VICENTE PIRES DOS SANTOS,804.0,TABOAO DA SERRA,,,"RUA VICENTE PIRES DOS SANTOS, 804, TABOAO DA SERRA","[-23.6329240802915, -46.8061252802915]",804,RUA VICENTE PIRES DOS SANTOS,189074,189074RUA VICENTE PIRES DOS SANTOS804TABOAO DA SERRA
1453,AVENIDA JORNALISTA ROBERTO MARINHO,100.0,SAO PAULO,,,"AVENIDA JORNALISTA ROBERTO MARINHO, 100, SAO PAULO","[-23.6197877802915, -46.68447208029149]",100,AVENIDA JORNALISTA ROBERTO MARINHO,189153,189153AVENIDA JORNALISTA ROBERTO MARINHO100SAO PAULO
1454,RUA NOVA DO TUPAROQUERA,855.0,SAO PAULO,,,"RUA NOVA DO TUPAROQUERA, 855, SAO PAULO","[-23.6635989802915, -46.7392951802915]",855,RUA NOVA DO TUPAROQUERA,189207,189207RUA NOVA DO TUPAROQUERA855SAO PAULO
1455,AVENIDA TIRADENTES,100.0,GUARULHOS,,,"AVENIDA TIRADENTES, 100, GUARULHOS","[-23.4736153802915, -46.5337299802915]",100,AVENIDA TIRADENTES,189547,189547AVENIDA TIRADENTES100GUARULHOS
1456,AVENIDA JOAO DIAS,100.0,SAO PAULO,,,"AVENIDA JOAO DIAS, 100, SAO PAULO","[-23.6453355802915, -46.7036504802915]",100,AVENIDA JOAO DIAS,189575,189575AVENIDA JOAO DIAS100SAO PAULO
1457,ACESSO DOUTOR ASSIS RIBEIRO,7750.0,SAO PAULO,,,"ACESSO DOUTOR ASSIS RIBEIRO, 7750, SAO PAULO","[-23.4997139802915, -46.5210269802915]",7750,ACESSO DOUTOR ASSIS RIBEIRO,189584,189584ACESSO DOUTOR ASSIS RIBEIRO7750SAO PAULO
1458,RUA VEREADOR JOAO BATISTA FITIPALDI,1137.0,SUZANO,,,"RUA VEREADOR JOAO BATISTA FITIPALDI, 1137, SUZANO","[-23.5266574802915, -46.30571998029149]",1137,RUA VEREADOR JOAO BATISTA FITIPALDI,190241,190241RUA VEREADOR JOAO BATISTA FITIPALDI1137SUZANO
1459,ACESSO AVENIDA PRESIDENTE JOAO CAFE FILHO,1.0,SAO BERNARDO DO CAMPO,,,"ACESSO AVENIDA PRESIDENTE JOAO CAFE FILHO, 1, SAO BERNARDO DO CAMPO","[-23.7255091802915, -46.5572602802915]",1,ACESSO AVENIDA PRESIDENTE JOAO CAFE FILHO,190702,190702ACESSO AVENIDA PRESIDENTE JOAO CAFE FILHO1SAO BERNARDO DO CAMPO
1460,ACESSO SEBASTIANA FELIX RIBEIRO,7.0,CAJAMAR,,,"ACESSO SEBASTIANA FELIX RIBEIRO, 7, CAJAMAR","[-23.3632739802915, -46.8718055802915]",7,ACESSO SEBASTIANA FELIX RIBEIRO,190897,190897ACESSO SEBASTIANA FELIX RIBEIRO7CAJAMAR
1461,AVENIDA FERNANDO NOBRE,1332.0,COTIA,,,"AVENIDA FERNANDO NOBRE, 1332, COTIA","[-23.5851234802915, -46.88354078029151]",1332,AVENIDA FERNANDO NOBRE,191068,191068AVENIDA FERNANDO NOBRE1332COTIA
1462,ACESSO  M BOI MIRIM,4415.0,SAO PAULO,,,"ACESSO  M BOI MIRIM, 4415, SAO PAULO","[-23.6866538302915, -46.77124278029149]",4415,ACESSO  M BOI MIRIM,191194,191194ACESSO  M BOI MIRIM4415SAO PAULO
1463,RUA DOUTOR DEODATO WERTHEIMER,0.0,MOGI DAS CRUZES,,,"RUA DOUTOR DEODATO WERTHEIMER, 0, MOGI DAS CRUZES","[-23.5261104802915, -46.19563918029149]",nan,RUA DOUTOR DEODATO WERTHEIMER,191325,191325RUA DOUTOR DEODATO WERTHEIMERnanMOGI DAS CRUZES
1464,AVENIDA VILA EMA,6143.0,SAO PAULO,,,"AVENIDA VILA EMA, 6143, SAO PAULO","[-23.5968803802915, -46.52594798029151]",6143,AVENIDA VILA EMA,191337,191337AVENIDA VILA EMA6143SAO PAULO
1465,RUA ALVINOPOLIS,10.0,SAO PAULO,,,"RUA ALVINOPOLIS, 10, SAO PAULO","[-23.5348218802915, -46.5469898802915]",10,RUA ALVINOPOLIS,191402,191402RUA ALVINOPOLIS10SAO PAULO
1466,AVENIDA ARICANDUVA,12000.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 12000, SAO PAULO","[-23.5968396802915, -46.46750418029151]",12000,AVENIDA ARICANDUVA,191782,191782AVENIDA ARICANDUVA12000SAO PAULO
1467,ACESSO AVENIDA JACUPESSEGO,100.0,SAO PAULO,,,"ACESSO AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]",100,ACESSO AVENIDA JACUPESSEGO,191978,191978ACESSO AVENIDA JACUPESSEGO100SAO PAULO
1468,AVENIDA CONDE DE FRONTIN,10.0,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 10, SAO PAULO","[-23.5383987802915, -46.55935968029149]",10,AVENIDA CONDE DE FRONTIN,192102,192102AVENIDA CONDE DE FRONTIN10SAO PAULO
1469,AVENIDA SAPOPEMBA,22000.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 22000, SAO PAULO","[-23.6208641802915, -46.44109548029151]",22000,AVENIDA SAPOPEMBA,192415,192415AVENIDA SAPOPEMBA22000SAO PAULO
1470,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,100.0,OSASCO,,,"ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA, 100, OSASCO","[-23.5286264802915, -46.79318368029149]",100,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,192416,192416ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA100OSASCO
1471,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,100.0,SAO PAULO,,,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 100, SAO PAULO","[-23.6333669802915, -46.64819018029149]",100,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,192533,192533AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA100SAO PAULO
1472,ACESSO TUNEL DOUTOR ARNALDO,10.0,SAO PAULO,,,"ACESSO TUNEL DOUTOR ARNALDO, 10, SAO PAULO","[-23.5572241802915, -46.66785128029149]",10,ACESSO TUNEL DOUTOR ARNALDO,192648,192648ACESSO TUNEL DOUTOR ARNALDO10SAO PAULO
1473,AVENIDA MARIA SERVIDEI DEMARCHE,100.0,SAO BERNARDO DO CAMPO,,,"AVENIDA MARIA SERVIDEI DEMARCHE, 100, SAO BERNARDO DO CAMPO","[-23.7269727302915, -46.55450003029149]",100,AVENIDA MARIA SERVIDEI DEMARCHE,192779,192779AVENIDA MARIA SERVIDEI DEMARCHE100SAO BERNARDO DO CAMPO
1474,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]",100,AVENIDA DONA BELMIRA MARIN,193312,193312AVENIDA DONA BELMIRA MARIN100SAO PAULO
1475,RUA JOAO TEODORO,0.0,SAO PAULO,,,"RUA JOAO TEODORO, 0, SAO PAULO","[-23.5368445802915, -46.6228275802915]",nan,RUA JOAO TEODORO,193444,193444RUA JOAO TEODOROnanSAO PAULO
1476,ACESSO RADIAL LESTE  CENTRO,1.2,SAO PAULO,,,"ACESSO RADIAL LESTE  CENTRO, 1.2, SAO PAULO","[-23.5663706, -46.6367462]",1.2,ACESSO RADIAL LESTE  CENTRO,194069,194069ACESSO RADIAL LESTE  CENTRO1.2SAO PAULO
1477,PRACA CAMPO DE BAGATELLE,100.0,SAO PAULO,,,"PRACA CAMPO DE BAGATELLE, 100, SAO PAULO","[-23.51640208029151, -46.62963248029149]",100,PRACA CAMPO DE BAGATELLE,194378,194378PRACA CAMPO DE BAGATELLE100SAO PAULO
1478,AVENIDA SAPOPEMBA,25550.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 25550, SAO PAULO","[-23.6211162302915, -46.4567462302915]",25550,AVENIDA SAPOPEMBA,194584,194584AVENIDA SAPOPEMBA25550SAO PAULO
1479,ACESSO CUPECE,1689.0,SAO PAULO,,,"ACESSO CUPECE, 1689, SAO PAULO","[-23.6599296802915, -46.6676211802915]",1689,ACESSO CUPECE,194633,194633ACESSO CUPECE1689SAO PAULO
1480,RUA DAS JUNTAS PROVISORIAS,10.0,SAO PAULO,,,"RUA DAS JUNTAS PROVISORIAS, 10, SAO PAULO","[-23.58792848029151, -46.5999115802915]",10,RUA DAS JUNTAS PROVISORIAS,194849,194849RUA DAS JUNTAS PROVISORIAS10SAO PAULO
1481, Rodovia Caminho do Mar,29.0,SAO BERNARDO DO CAMPO,,," Rodovia Caminho do Mar, 29, SAO BERNARDO DO CAMPO","[-23.7926516802915, -46.5061971802915]",29,SP 148,194853,194853SP 14829SAO BERNARDO DO CAMPO
1482,PRACA LEONOR KAUPA,10.0,SAO PAULO,,,"PRACA LEONOR KAUPA, 10, SAO PAULO","[-23.6212063802915, -46.6282150802915]",10,PRACA LEONOR KAUPA,194939,194939PRACA LEONOR KAUPA10SAO PAULO
