Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location,Numero_ori,Logradouro_ori,index1,Index_Bala
519,RUA NEPAL,871.0,SANTO ANDRE,,,"RUA NEPAL, 871, SANTO ANDRE","[-23.6402282802915, -46.49070028029149]",871,RUA NEPAL,71981,71981RUA NEPAL871SANTO ANDRE
520,AVENIDA CONDE DE FRONTIN,10.0,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 10, SAO PAULO","[-23.5383987802915, -46.55935968029149]",10,AVENIDA CONDE DE FRONTIN,71990,71990AVENIDA CONDE DE FRONTIN10SAO PAULO
521,AVENIDA SALIM FARAH MALUF,3167.0,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 3167, SAO PAULO","[-23.5586684802915, -46.57858718029151]",3167,AVENIDA SALIM FARAH MALUF,72029,72029AVENIDA SALIM FARAH MALUF3167SAO PAULO
522,RUA DA COROA,1640.0,SAO PAULO,,,"RUA DA COROA, 1640, SAO PAULO","[-23.52066798029151, -46.6137063302915]",1640,RUA DA COROA,72064,72064RUA DA COROA1640SAO PAULO
523,ESTRADA CAUCAIA DO ALTO,4521.0,VARGEM GRANDE PAULISTA,,,"ESTRADA CAUCAIA DO ALTO, 4521, VARGEM GRANDE PAULISTA","[-23.6483595302915, -46.9951100302915]",4521,ESTRADA CAUCAIA DO ALTO,72269,72269ESTRADA CAUCAIA DO ALTO4521VARGEM GRANDE PAULISTA
524,AVENIDA PEREIRA BARRETO,100.0,SANTO ANDRE,,,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]",100,AVENIDA PEREIRA BARRETO,72424,72424AVENIDA PEREIRA BARRETO100SANTO ANDRE
525,ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,1.0,ITAQUAQUECETUBA,,,"ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA, 1, ITAQUAQUECETUBA","[-23.4800862802915, -46.35305048029149]",1,ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,72650,72650ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA1ITAQUAQUECETUBA
526,AVENIDA SPORT CLUB CORINTIANS PAULISTA,1000.0,OSASCO,,,"AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1000, OSASCO","[-23.5354720802915, -46.78887978029151]",1000,AVENIDA SPORT CLUB CORINTIANS PAULISTA,72985,72985AVENIDA SPORT CLUB CORINTIANS PAULISTA1000OSASCO
527,Rodovia Professor Alfredo Rolim de Moura,0.0,BIRITIBA MIRIM,,,"Rodovia Professor Alfredo Rolim de Moura, 0, BIRITIBA MIRIM","[-23.5672243802915, -46.08118968029149]",nan,SP 088,72995,72995SP 088nanBIRITIBA MIRIM
528,RUA JOAQUIM RIBEIRO,260.0,SAO PAULO,,,"RUA JOAQUIM RIBEIRO, 260, SAO PAULO","[-23.4746644802915, -46.70591768029149]",260,RUA JOAQUIM RIBEIRO,73055,73055RUA JOAQUIM RIBEIRO260SAO PAULO
529,RUA PADRE SILVERIO PARAOPEBA,22.0,SAO PAULO,,,"RUA PADRE SILVERIO PARAOPEBA, 22, SAO PAULO","[-23.6553666802915, -46.77853048029149]",22,RUA PADRE SILVERIO PARAOPEBA,73147,73147RUA PADRE SILVERIO PARAOPEBA22SAO PAULO
530,RUA JOAO PAULO,786.0,SAO PAULO,,,"RUA JOAO PAULO, 786, SAO PAULO","[-23.5599914802915, -46.68011568029151]",786,RUA JOAO PAULO,73182,73182RUA JOAO PAULO786SAO PAULO
531,AVENIDA DO CURSINO,1828.0,SAO PAULO,,,"AVENIDA DO CURSINO, 1828, SAO PAULO","[-23.6048096802915, -46.61698508029149]",1828,AVENIDA DO CURSINO,73408,73408AVENIDA DO CURSINO1828SAO PAULO
532,AVENIDA DEPUTADO EMILIO CARLOS,2083.0,SAO PAULO,,,"AVENIDA DEPUTADO EMILIO CARLOS, 2083, SAO PAULO","[-23.4905374802915, -46.6771249802915]",2083,AVENIDA DEPUTADO EMILIO CARLOS,73468,73468AVENIDA DEPUTADO EMILIO CARLOS2083SAO PAULO
533,AVENIDA NEVADA,3616.0,SANTO ANDRE,,,"AVENIDA NEVADA, 3616, SANTO ANDRE","[-23.6278026, -46.5108471]",3616,AVENIDA NEVADA,73485,73485AVENIDA NEVADA3616SANTO ANDRE
534,AVENIDA ALDINO PINOTTI,601.0,SAO BERNARDO DO CAMPO,,,"AVENIDA ALDINO PINOTTI, 601, SAO BERNARDO DO CAMPO","[-23.6895118802915, -46.5526705802915]",601,AVENIDA ALDINO PINOTTI,73542,73542AVENIDA ALDINO PINOTTI601SAO BERNARDO DO CAMPO
535,ACESSO HEBE CAMARGO,1355.0,SAO PAULO,,,"ACESSO HEBE CAMARGO, 1355, SAO PAULO","[-23.6360786802915, -46.7288907802915]",1355,ACESSO HEBE CAMARGO,73640,73640ACESSO HEBE CAMARGO1355SAO PAULO
536,ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA,1.0,SAO PAULO,,,"ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA, 1, SAO PAULO","[-23.5369684802915, -46.54943988029149]",1,ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA,73950,73950ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA1SAO PAULO
537,AVENIDA DOM PAULO ROLIM LOUREIRO,0.0,MOGI DAS CRUZES,,,"AVENIDA DOM PAULO ROLIM LOUREIRO, 0, MOGI DAS CRUZES","[-23.5345133802915, -46.1712825802915]",nan,AVENIDA DOM PAULO ROLIM LOUREIRO,74062,74062AVENIDA DOM PAULO ROLIM LOUREIROnanMOGI DAS CRUZES
538,AVENIDA PROFESSOR ABRAAO DE MORAIS,1.0,SAO PAULO,,,"AVENIDA PROFESSOR ABRAAO DE MORAIS, 1, SAO PAULO","[-23.6060060802915, -46.6271297802915]",1,AVENIDA PROFESSOR ABRAAO DE MORAIS,74082,74082AVENIDA PROFESSOR ABRAAO DE MORAIS1SAO PAULO
539,ACESSO AVENIDA DO ESTADO,100.0,SAO CAETANO DO SUL,,,"ACESSO AVENIDA DO ESTADO, 100, SAO CAETANO DO SUL","[-23.6016015802915, -46.57940318029149]",100,ACESSO AVENIDA DO ESTADO,74142,74142ACESSO AVENIDA DO ESTADO100SAO CAETANO DO SUL
540,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,100.0,SAO PAULO,,,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 100, SAO PAULO","[-23.6333669802915, -46.64819018029149]",100,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,74159,74159AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA100SAO PAULO
541,RETORNO RUA FREDERICO RENE DE JAEGHER,2628.0,SAO PAULO,,,"RETORNO RUA FREDERICO RENE DE JAEGHER, 2628, SAO PAULO","[-23.7313803802915, -46.7179696802915]",2628,RETORNO RUA FREDERICO RENE DE JAEGHER,74276,74276RETORNO RUA FREDERICO RENE DE JAEGHER2628SAO PAULO
542,PONTE PRESIDENTE DUTRA,100.0,SAO PAULO,,,"PONTE PRESIDENTE DUTRA, 100, SAO PAULO","[-23.5307393, -46.59107163029149]",100,PONTE PRESIDENTE DUTRA,74330,74330PONTE PRESIDENTE DUTRA100SAO PAULO
543,ESTRADA DA COLONIA,10.0,SAO PAULO,,,"ESTRADA DA COLONIA, 10, SAO PAULO","[-23.84971678029151, -46.7025931802915]",10,ESTRADA DA COLONIA,74577,74577ESTRADA DA COLONIA10SAO PAULO
544,AVENIDA WASHINGTON LUIS,10.0,SAO PAULO,,,"AVENIDA WASHINGTON LUIS, 10, SAO PAULO","[-23.6628089802915, -46.7063195802915]",10,AVENIDA WASHINGTON LUIS,74625,74625AVENIDA WASHINGTON LUIS10SAO PAULO
545,AVENIDA DOS BANDEIRANTES,4969.0,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 4969, SAO PAULO","[-23.6232147302915, -46.65438478029149]",4969,AVENIDA DOS BANDEIRANTES,74626,74626AVENIDA DOS BANDEIRANTES4969SAO PAULO
546,ESTRADA GUARULHOSNAZARE,6100.0,GUARULHOS,,,"ESTRADA GUARULHOSNAZARE, 6100, GUARULHOS","[-23.4184471802915, -46.45671038029151]",6100,ESTRADA GUARULHOSNAZARE,74635,74635ESTRADA GUARULHOSNAZARE6100GUARULHOS
547,AVENIDA PRESTES MAIA,100.0,SAO PAULO,,,"AVENIDA PRESTES MAIA, 100, SAO PAULO","[-23.5450319802915, -46.63629908029149]",100,AVENIDA PRESTES MAIA,74697,74697AVENIDA PRESTES MAIA100SAO PAULO
548,ESTRADA CATA PRETA,0.0,SANTO ANDRE,,,"ESTRADA CATA PRETA, 0, SANTO ANDRE","[-23.7160660802915, -46.51176638029149]",nan,ESTRADA CATA PRETA,74724,74724ESTRADA CATA PRETAnanSANTO ANDRE
549,RUA ANTONIO IERVOLINO,1.0,GUARULHOS,,,"RUA ANTONIO IERVOLINO, 1, GUARULHOS","[-23.4758639802915, -46.53519528029151]",1,RUA ANTONIO IERVOLINO,74792,74792RUA ANTONIO IERVOLINO1GUARULHOS
550,RUA TIRADENTES,1000.0,SAO BERNARDO DO CAMPO,,,"RUA TIRADENTES, 1000, SAO BERNARDO DO CAMPO","[-23.7219625802915, -46.5422020802915]",1000,RUA TIRADENTES,74881,74881RUA TIRADENTES1000SAO BERNARDO DO CAMPO
551,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]",1,AVENIDA VINTE E TRES DE MAIO,74887,74887AVENIDA VINTE E TRES DE MAIO1SAO PAULO
552,AVENIDA VALTER BOVERI,500.0,OSASCO,,,"AVENIDA VALTER BOVERI, 500, OSASCO","[-23.5674324802915, -46.7951391802915]",500,AVENIDA VALTER BOVERI,75097,75097AVENIDA VALTER BOVERI500OSASCO
553,AVENIDA ARICANDUVA,11920.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 11920, SAO PAULO","[-23.5948555802915, -46.4716901802915]",11920,AVENIDA ARICANDUVA,75302,75302AVENIDA ARICANDUVA11920SAO PAULO
554,RUA SAO CAETANO,943.0,EMBU DAS ARTES,,,"RUA SAO CAETANO, 943, EMBU DAS ARTES","[-23.6569586802915, -46.8086637802915]",943,RUA SAO CAETANO,75322,75322RUA SAO CAETANO943EMBU DAS ARTES
555,AVENIDA DOS SIGNOS,478.0,DIADEMA,,,"AVENIDA DOS SIGNOS, 478, DIADEMA","[-23.7052050802915, -46.62410758029149]",478,AVENIDA DOS SIGNOS,75352,75352AVENIDA DOS SIGNOS478DIADEMA
556,RUA ANTONIO DE FRANCA E SILVA,100.0,SAO PAULO,,,"RUA ANTONIO DE FRANCA E SILVA, 100, SAO PAULO","[-23.6170920802915, -46.5029206802915]",100,RUA ANTONIO DE FRANCA E SILVA,75614,75614RUA ANTONIO DE FRANCA E SILVA100SAO PAULO
557,RUA ANTONIO PASINATO,200.0,BARUERI,,,"RUA ANTONIO PASINATO, 200, BARUERI","[-23.5149556802915, -46.8617348802915]",200,RUA ANTONIO PASINATO,75663,75663RUA ANTONIO PASINATO200BARUERI
558,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]",100,AVENIDA DONA BELMIRA MARIN,75794,75794AVENIDA DONA BELMIRA MARIN100SAO PAULO
559,AVENIDA TUCURUVI,2338.0,SAO PAULO,,,"AVENIDA TUCURUVI, 2338, SAO PAULO","[-23.4782081802915, -46.6118522802915]",2338,AVENIDA TUCURUVI,75859,75859AVENIDA TUCURUVI2338SAO PAULO
560,AVENIDA DOS BANDEIRANTES,2829.0,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 2829, SAO PAULO","[-23.6136073802915, -46.67297578029149]",2829,AVENIDA DOS BANDEIRANTES,75892,75892AVENIDA DOS BANDEIRANTES2829SAO PAULO
561,AVENIDA ENGENHEIRO CAETANO ALVARES,2350.0,SAO PAULO,,,"AVENIDA ENGENHEIRO CAETANO ALVARES, 2350, SAO PAULO","[-23.4971611802915, -46.66281048029149]",2350,AVENIDA ENGENHEIRO CAETANO ALVARES,76009,76009AVENIDA ENGENHEIRO CAETANO ALVARES2350SAO PAULO
562,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]",1,AVENIDA VINTE E TRES DE MAIO,76063,76063AVENIDA VINTE E TRES DE MAIO1SAO PAULO
563,ESTRADA IGUATEMI,6114.0,SAO PAULO,,,"ESTRADA IGUATEMI, 6114, SAO PAULO","[-23.5655253802915, -46.4175430802915]",6114,ESTRADA IGUATEMI,76138,76138ESTRADA IGUATEMI6114SAO PAULO
564,AVENIDA MARECHAL TITO,3311.0,SAO PAULO,,,"AVENIDA MARECHAL TITO, 3311, SAO PAULO","[-23.4957742302915, -46.41550093029149]",3311,AVENIDA MARECHAL TITO,76469,76469AVENIDA MARECHAL TITO3311SAO PAULO
565,RUA PROFESSOR COSME DEODATO TADEU,477.0,SAO PAULO,,,"RUA PROFESSOR COSME DEODATO TADEU, 477, SAO PAULO","[-23.5456854802915, -46.40706098029151]",477,RUA PROFESSOR COSME DEODATO TADEU,76553,76553RUA PROFESSOR COSME DEODATO TADEU477SAO PAULO
566,RUA CONSELHEIRO MOREIRA DE BARROS,2400.0,SAO PAULO,,,"RUA CONSELHEIRO MOREIRA DE BARROS, 2400, SAO PAULO","[-23.4852747802915, -46.6435822802915]",2400,RUA CONSELHEIRO MOREIRA DE BARROS,76571,76571RUA CONSELHEIRO MOREIRA DE BARROS2400SAO PAULO
567,RUA DOUTOR ANTONIO BASTOS,100.0,COTIA,,,"RUA DOUTOR ANTONIO BASTOS, 100, COTIA","[-23.6040429802915, -46.9367574802915]",100,RUA DOUTOR ANTONIO BASTOS,76577,76577RUA DOUTOR ANTONIO BASTOS100COTIA
568,RUA PATAPIO SILVA,307.0,SAO PAULO,,,"RUA PATAPIO SILVA, 307, SAO PAULO","[-23.5549638802915, -46.6867331802915]",307,RUA PATAPIO SILVA,76607,76607RUA PATAPIO SILVA307SAO PAULO
569,PRACA DELEGADO AMOROSO NETO,100.0,SAO PAULO,,,"PRACA DELEGADO AMOROSO NETO, 100, SAO PAULO","[-23.51029198029151, -46.6668239802915]",100,PRACA DELEGADO AMOROSO NETO,76634,76634PRACA DELEGADO AMOROSO NETO100SAO PAULO
570,AVENIDA ALDA,1876.0,DIADEMA,,,"AVENIDA ALDA, 1876, DIADEMA","[-23.7030506302915, -46.62842318029151]",1876,AVENIDA ALDA,76737,76737AVENIDA ALDA1876DIADEMA
571,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON,100.0,OSASCO,,,"AVENIDA DOUTOR ALBERTO JACKSON BYINGTON, 100, OSASCO","[-23.4953342802915, -46.7706059302915]",100,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON,76965,76965AVENIDA DOUTOR ALBERTO JACKSON BYINGTON100OSASCO
572,ROD JOAO AFONSO DE SOUZA CASTELLANO,455.0,ITAQUAQUECETUBA,,,"ROD JOAO AFONSO DE SOUZA CASTELLANO, 455, ITAQUAQUECETUBA","[-23.5059225802915, -46.34796238029149]",455,ROD JOAO AFONSO DE SOUZA CASTELLANO,76967,76967ROD JOAO AFONSO DE SOUZA CASTELLANO455ITAQUAQUECETUBA
573,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,2999.0,SAO BERNARDO DO CAMPO,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 2999, SAO BERNARDO DO CAMPO","[-23.6816072802915, -46.59980298029149]",2999,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,77019,77019AVENIDA FABIO EDUARDO RAMOS ESQUIVEL2999SAO BERNARDO DO CAMPO
574,RUA MELO FREIRE,2754.0,SAO PAULO,,,"RUA MELO FREIRE, 2754, SAO PAULO","[-23.5418512802915, -46.5760317802915]",2754,RUA MELO FREIRE,77165,77165RUA MELO FREIRE2754SAO PAULO
575,AVENIDA ROUXINOL,8.0,GUARULHOS,,,"AVENIDA ROUXINOL, 8, GUARULHOS","[-23.4273362802915, -46.5353550802915]",8,AVENIDA ROUXINOL,77254,77254AVENIDA ROUXINOL8GUARULHOS
576,ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,100.0,SAO PAULO,,,"ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 100, SAO PAULO","[-23.5866479802915, -46.6726386802915]",100,ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,77268,77268ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK100SAO PAULO
577,Rodovia Dom Paulo Rolim Loureiro,0.0,BIRITIBA MIRIM,,,"Rodovia Dom Paulo Rolim Loureiro, 0, BIRITIBA MIRIM","[-23.7410235, -46.2523808]",nan,SP 098,77699,77699SP 098nanBIRITIBA MIRIM
578,RUA VITORIA,385.0,SAO BERNARDO DO CAMPO,,,"RUA VITORIA, 385, SAO BERNARDO DO CAMPO","[-23.7857274802915, -46.5410604802915]",385,RUA VITORIA,77706,77706RUA VITORIA385SAO BERNARDO DO CAMPO
579,AVENIDA ITAPARK,5007.0,MAUA,,,"AVENIDA ITAPARK, 5007, MAUA","[-23.66742798029151, -46.4417523802915]",5007,AVENIDA ITAPARK,77728,77728AVENIDA ITAPARK5007MAUA
580,RUA ESTRADA DE ITAPECERICA A SANTO AMARO,100.0,ITAPECERICA DA SERRA,,,"RUA ESTRADA DE ITAPECERICA A SANTO AMARO, 100, ITAPECERICA DA SERRA","[-23.7085555802915, -46.83116418029151]",100,RUA ESTRADA DE ITAPECERICA A SANTO AMARO,77755,77755RUA ESTRADA DE ITAPECERICA A SANTO AMARO100ITAPECERICA DA SERRA
581,RUA SARA KUBITSCHECK,520.0,SAO PAULO,,,"RUA SARA KUBITSCHECK, 520, SAO PAULO","[-23.5819857302915, -46.4052511302915]",520,RUA SARA KUBITSCHECK,77918,77918RUA SARA KUBITSCHECK520SAO PAULO
582,Rodovia Ayrton Senna da Silva,13.0,SAO PAULO,,,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]",13,SP 070,78215,78215SP 07013SAO PAULO
583,AVENIDA SAPOPEMBA,1999.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 1999, SAO PAULO","[-23.5737384802915, -46.57009258029151]",1999,AVENIDA SAPOPEMBA,78222,78222AVENIDA SAPOPEMBA1999SAO PAULO
584,AVENIDA DOUTOR ARNALDO,100.0,SAO PAULO,,,"AVENIDA DOUTOR ARNALDO, 100, SAO PAULO","[-23.5570544802915, -46.6661133802915]",100,AVENIDA DOUTOR ARNALDO,78405,78405AVENIDA DOUTOR ARNALDO100SAO PAULO
585,AVENIDA CAPITAO CASA,10.0,SAO BERNARDO DO CAMPO,,,"AVENIDA CAPITAO CASA, 10, SAO BERNARDO DO CAMPO","[-23.7246978802915, -46.55508838029149]",10,AVENIDA CAPITAO CASA,78464,78464AVENIDA CAPITAO CASA10SAO BERNARDO DO CAMPO
586,AVENIDA PEREIRA BARRETO,100.0,SANTO ANDRE,,,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]",100,AVENIDA PEREIRA BARRETO,78815,78815AVENIDA PEREIRA BARRETO100SANTO ANDRE
587,PRACA DA BANDEIRA,215.0,SAO PAULO,,,"PRACA DA BANDEIRA, 215, SAO PAULO","[-23.5501833802915, -46.6401073802915]",215,PRACA DA BANDEIRA,78889,78889PRACA DA BANDEIRA215SAO PAULO
588,RUA DA CONSOLACAO,584.0,SAO PAULO,,,"RUA DA CONSOLACAO, 584, SAO PAULO","[-23.5483423802915, -46.6484648802915]",584,RUA DA CONSOLACAO,78910,78910RUA DA CONSOLACAO584SAO PAULO
589,RUA DA INDEPENDENCIA,716.0,SAO PAULO,,,"RUA DA INDEPENDENCIA, 716, SAO PAULO","[-23.5688866802915, -46.6164534802915]",716,RUA DA INDEPENDENCIA,78935,78935RUA DA INDEPENDENCIA716SAO PAULO
590,AVENIDA REBOUCAS,3007.0,SAO PAULO,,,"AVENIDA REBOUCAS, 3007, SAO PAULO","[-23.5714444302915, -46.68960683029151]",3007,AVENIDA REBOUCAS,79139,79139AVENIDA REBOUCAS3007SAO PAULO
591,RUA JOAQUINA DE JESUS,472.0,GUARULHOS,,,"RUA JOAQUINA DE JESUS, 472, GUARULHOS","[-23.43417593029151, -46.4997527802915]",472,RUA JOAQUINA DE JESUS,79143,79143RUA JOAQUINA DE JESUS472GUARULHOS
592,AVENIDA CIDADE JUDAIDET MARJAYOUN,940.0,SAO PAULO,,,"AVENIDA CIDADE JUDAIDET MARJAYOUN, 940, SAO PAULO","[-23.7160052802915, -46.63226708029149]",940,AVENIDA CIDADE JUDAIDET MARJAYOUN,79157,79157AVENIDA CIDADE JUDAIDET MARJAYOUN940SAO PAULO
593,DOM PAULO ROLIM LOUREIRO,0.0,MOGI DAS CRUZES,,,"DOM PAULO ROLIM LOUREIRO, 0, MOGI DAS CRUZES","[-23.5345133802915, -46.1712825802915]",nan,DOM PAULO ROLIM LOUREIRO,79233,79233DOM PAULO ROLIM LOUREIROnanMOGI DAS CRUZES
594,AVENIDA DO ESTADO,8877.0,SAO PAULO,,,"AVENIDA DO ESTADO, 8877, SAO PAULO","[-23.5855051802915, -46.6004045802915]",8877,AVENIDA DO ESTADO,79272,79272AVENIDA DO ESTADO8877SAO PAULO
595,ESTRADA SAMUEL AIZEMBERG,100.0,SAO BERNARDO DO CAMPO,,,"ESTRADA SAMUEL AIZEMBERG, 100, SAO BERNARDO DO CAMPO","[-23.7108413802915, -46.5906227802915]",100,ESTRADA SAMUEL AIZEMBERG,79346,79346ESTRADA SAMUEL AIZEMBERG100SAO BERNARDO DO CAMPO
596,AVENIDA WASHINGTON LUIS,3408.0,SAO PAULO,,,"AVENIDA WASHINGTON LUIS, 3408, SAO PAULO","[-23.6498241802915, -46.67715528029149]",3408,AVENIDA WASHINGTON LUIS,79514,79514AVENIDA WASHINGTON LUIS3408SAO PAULO
597,ACESSO GIOVANNI GRONCHI,0.0,SAO PAULO,,,"ACESSO GIOVANNI GRONCHI, 0, SAO PAULO","[-23.6327984802915, -46.7386904802915]",nan,ACESSO GIOVANNI GRONCHI,79538,79538ACESSO GIOVANNI GRONCHInanSAO PAULO
598,AVENIDA ESCOLA POLITECNICA,0.0,SAO PAULO,,,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]",nan,AVENIDA ESCOLA POLITECNICA,79563,79563AVENIDA ESCOLA POLITECNICAnanSAO PAULO
599,AVENIDA DOS BANDEIRANTES,5826.0,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 5826, SAO PAULO","[-23.6295990302915, -46.6497560302915]",5826,AVENIDA DOS BANDEIRANTES,79601,79601AVENIDA DOS BANDEIRANTES5826SAO PAULO
600,AVENIDA PRESIDENTE TANCREDO NEVES,2001.0,SAO PAULO,,,"AVENIDA PRESIDENTE TANCREDO NEVES, 2001, SAO PAULO","[-23.6184570802915, -46.6105392802915]",2001,AVENIDA PRESIDENTE TANCREDO NEVES,79628,79628AVENIDA PRESIDENTE TANCREDO NEVES2001SAO PAULO
601,ESTACAO METRO CONCEICAO,150.0,SAO PAULO,,,"ESTACAO METRO CONCEICAO, 150, SAO PAULO","[-23.6475446802915, -46.6421314802915]",150,ESTACAO METRO CONCEICAO,79705,79705ESTACAO METRO CONCEICAO150SAO PAULO
602,AVENIDA DOS AUTONOMISTAS,3160.0,OSASCO,,,"AVENIDA DOS AUTONOMISTAS, 3160, OSASCO","[-23.5363375802915, -46.7838002802915]",3160,AVENIDA DOS AUTONOMISTAS,79732,79732AVENIDA DOS AUTONOMISTAS3160OSASCO
603,ACESSO AVENIDA ELIAS YAZBEK,926.0,EMBU DAS ARTES,,,"ACESSO AVENIDA ELIAS YAZBEK, 926, EMBU DAS ARTES","[-23.6559389802915, -46.8527692802915]",926,ACESSO AVENIDA ELIAS YAZBEK,79733,79733ACESSO AVENIDA ELIAS YAZBEK926EMBU DAS ARTES
604,AVENIDA DOS BANDEIRANTES,2098.0,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 2098, SAO PAULO","[-23.6096717802915, -46.6786238802915]",2098,AVENIDA DOS BANDEIRANTES,79950,79950AVENIDA DOS BANDEIRANTES2098SAO PAULO
605,AVENIDA JOSE PINHEIRO BORGES,10.0,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]",10,AVENIDA JOSE PINHEIRO BORGES,79974,79974AVENIDA JOSE PINHEIRO BORGES10SAO PAULO
606,ESTRADA PIRAJUSSARA VALO VELHO,4300.0,SAO PAULO,,,"ESTRADA PIRAJUSSARA VALO VELHO, 4300, SAO PAULO","[-23.6505294, -46.7929041]",4300,ESTRADA PIRAJUSSARA VALO VELHO,80086,80086ESTRADA PIRAJUSSARA VALO VELHO4300SAO PAULO
607,RUA ZIKE TUMA,1224.0,SAO PAULO,,,"RUA ZIKE TUMA, 1224, SAO PAULO","[-23.6856471802915, -46.6712171802915]",1224,RUA ZIKE TUMA,80423,80423RUA ZIKE TUMA1224SAO PAULO
608,RUA MIGUEL NUNES,100.0,SAO PAULO,,,"RUA MIGUEL NUNES, 100, SAO PAULO","[-23.6956045802915, -46.6712900802915]",100,RUA MIGUEL NUNES,80635,80635RUA MIGUEL NUNES100SAO PAULO
609,RUA ARLEY GILBERTO DE ARAUJO,0.0,SAO PAULO,,,"RUA ARLEY GILBERTO DE ARAUJO, 0, SAO PAULO","[-23.4451927802915, -46.5791852802915]",nan,RUA ARLEY GILBERTO DE ARAUJO,80827,80827RUA ARLEY GILBERTO DE ARAUJOnanSAO PAULO
610,RUA JOSE MANOEL NICOLI,2683.0,EMBU DAS ARTES,,,"RUA JOSE MANOEL NICOLI, 2683, EMBU DAS ARTES","[-23.6844391802915, -46.80368378029149]",2683,RUA JOSE MANOEL NICOLI,80889,80889RUA JOSE MANOEL NICOLI2683EMBU DAS ARTES
611,AVENIDA JOAO PAULO PRIMEIRO,84.0,SAO PAULO,,,"AVENIDA JOAO PAULO PRIMEIRO, 84, SAO PAULO","[-23.4778026802915, -46.6860501802915]",84,AVENIDA JOAO PAULO PRIMEIRO,80908,80908AVENIDA JOAO PAULO PRIMEIRO84SAO PAULO
612,ESTRADA DO CAMPO LIMPO,3676.0,SAO PAULO,,,"ESTRADA DO CAMPO LIMPO, 3676, SAO PAULO","[-23.6318634802915, -46.7716120802915]",3676,ESTRADA DO CAMPO LIMPO,80977,80977ESTRADA DO CAMPO LIMPO3676SAO PAULO
613,AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]",100,AVENIDA SALIM FARAH MALUF,80991,80991AVENIDA SALIM FARAH MALUF100SAO PAULO
614,RUA DOM TOMAS DE NORONHA,300.0,SAO PAULO,,,"RUA DOM TOMAS DE NORONHA, 300, SAO PAULO","[-23.4533046802915, -46.6835108802915]",300,RUA DOM TOMAS DE NORONHA,81183,81183RUA DOM TOMAS DE NORONHA300SAO PAULO
